Word1,Word2,OriginSimi,GoogleSimi
music,print,1.9583333330000001,0.15326731137798938
musician,performer,3.952380952,0.46260926758452836
needle,sharp,3.954545455,0.21854151206766784
noise,trouble,3.15,0.18103309843902396
note,obligation,2.166666667,0.03141956367682118
notebook,product,2.217391304,0.18720416673279794
notebook,production,1.6666666669999999,0.0360934187560137
novel,story,4.3636363639999995,0.3869344338092763
oak,tree,4.576923077,0.46933158586086177
objective,target,4.0869565219999995,0.44961277474379013
occasion,second,1.75,0.06104285090251047
occupation,place,1.956521739,0.04705610662008107
occurrence,tsunami,2.47826087,0.10254972305920348
ocean,pond,3.545454545,0.408688091738002
office,outlet,2.142857143,0.1731668536100518
office,situation,1.24,0.07544567782507777
onion,topic,1.1836734690000001,0.06403983271974785
operation,processing,3.4090909089999997,0.2902619597035347
operative,spy,2.739130435,0.277668596770581
opinion,papers,1.72,0.22333288902573045
opinion,sentiment,3.1363636360000005,0.3994781732727354
origin,root,4.333333333,0.2140350259908992
outlet,shop,3.5652173910000005,0.4245072537908784
oxygen,substance,2.565217391,0.2702696577646459
package,software,3.4,0.18900615446441932
padding,tower,1.863636364,0.027868272848751926
painting,picture,4.186046512,0.39200061103924955
papers,security,2.4,0.049328074563216764
papers,ticket,3.1818181819999998,0.12096805087248794
parcel,region,2.0,0.1405474386718731
park,stadium,3.333333333,0.42554181776874384
passage,quotation,3.666666667,0.18501750011870333
patch,spot,3.1818181819999998,0.21534527936816786
payment,spending,3.708333333,0.18535758189350712
permission,tolerance,2.04,0.03303835519448487
person,technician,3.458333333,0.2412054929149804
phantom,shadow,3.227272727,0.22346308901891293
piazza,square,2.2,0.3404057198071986
piece,sail,1.333333333,0.06476331727688871
pinnacle,tower,3.083333333,0.1620402748652523
place,position,4.230769231,0.3533009157897284
plane,sheet,2.130434783,0.012617716744124399
plane,tool,2.304347826,0.02935154399045191
play,turn,2.6818181819999998,0.2586225677654191
plot,strategy,2.9,0.2134762199898212
point,second,1.8260869569999998,0.23965969265628834
point,site,2.96,0.08778850711553361
point,spot,4.2,0.24205803054535613
polyester,textile,4.285714286,0.4175516505210094
position,view,3.0,0.3051007254945686
postage,rate,3.086956522,0.1958296228730835
postage,signal,1.48,0.04842387861807529
power,skill,3.16,0.20229436007796564
prayer,request,3.36,0.16205059162032265
problem,trouble,4.608695652,0.532707355410639
process,rule,2.5,0.18738870916931744
process,tail,1.12,0.04457086096068878
product,wear,2.041666667,0.02219625809543426
property,texture,2.0,0.0352170572380761
protection,roof,3.708333333,0.10772876987340967
protocol,rule,4.090909091,0.3302033116916037
publication,textbook,3.428571429,0.23540467899460454
pumpkin,vine,2.409090909,0.39584645674668706
pupil,student,4.523809524,0.5123260023679563
pyramid,speculation,1.7,0.005576757536138267
query,question,4.739130435,0.5472871246904989
quiet,silence,4.909090909,0.4479716936228004
racer,taxi,2.19047619,0.08531100105517717
radio,receiver,3.807692308,0.22807457754050542
rain,storm,3.958333333,0.4611026760021912
ray,shark,2.545454545,0.15880499512148116
recreation,skiing,3.0909090910000003,0.3508870873305515
red,wine,3.4,0.191484583594623
report,study,3.875,0.47369310147975224
representative,voice,2.875,0.24272847931629518
ring,water,1.333333333,0.04684194165716474
rise,travel,1.608695652,0.0995727571277539
rock,stone,4.476190476,0.37510185028136206
roll,toast,2.826086957,0.2304153334828175
root,stem,3.666666667,0.3759893016801092
rub,wipe,4.227272727,0.37516923842176897
rubber,stuff,2.1,0.15342655980506448
rugby,soccer,3.260869565,0.47839553842741134
sail,sheet,2.083333333,0.08471323225862841
scandal,week,1.086956522,0.09819744654795069
science,shelter,1.136363636,0.07722708298719405
score,success,3.208333333,0.20390318973673754
season,summer,4.045454545,0.5452421567978618
season,winter,4.347826087,0.47219105894530866
second,time,4.2173913039999995,0.2956472669452452
seminar,sweet,1.2028985509999999,-0.015672049101615203
sex,stance,1.476190476,0.0499705835475077
share,stake,3.208333333,0.3101039793478635
shelter,tent,4.25,0.3782303693084296
shelter,wind,2.641791045,0.13277563749577675
shirt,tiger,1.038461538,0.10913132802207486
side,slope,3.08,0.3662984569746311
sight,vision,4.818181818,0.34345740802438135
simulation,theory,2.227272727,0.23480459391616837
skull,tooth,2.590909091,0.5106142973175659
slash,stroke,3.25,0.04374735787161069
smash,success,2.791666667,0.16071025184087473
snap,touch,2.038461538,0.26553569311392694
software,writing,2.347826087,0.07808746659282782
song,vocal,3.857142857,0.35347005206414867
soup,spaghetti,3.0,0.5111917540208895
soup,sweet,2.454545455,0.2922044665387257
speech,word,4.045454545,0.22987880855002402
steel,weapon,3.380952381,0.06618116758274853
step,travel,2.086956522,0.1137975773294509
step,walk,4.173913043,0.28858853717657684
storm,weather,4.083333333,0.5032117300589585
straight,stretch,3.291666667,0.3444349097627692
sun,toy,1.25,0.014314204998096533
tank,tub,3.52173913,0.32587300432859634
taxpayer,window,1.21875,0.057783300899950485
throne,toilet,1.956521739,0.11333770176509057
ticket,writing,2.375,0.016153863161354795
victory,watch,1.553191489,0.07631816992574102
washer,worker,2.9090909089999997,0.16669400153676006
wife,woman,3.884615385,0.4448239991726638
workplace,workshop,4.04,0.14502583338172642
