Word1,Word2,OriginSimilarity,PageSimilarity,Leacock-Chodorow Similarity,Wu-Palmer Similarity,res_similarity,jcn_similarity,lin_similarity
call,statement,2.125,0.2976112845278063,3.0531630791538458,1.1017188286849682,2.9538963912778584e-296,1.2971785665567201e-300,0.29125160981503867
campaign,operation,2.826086957,0.5250743522236228,2.438653841818285,2.5159433993881675,1.5997503046923545e-296,8.142423382828861e-301,1.2713068437702826
candy,sweet,4.510638298,0.9000248244344446,1.4692285050101899,1.8224806656465193,5.252913046691499e-297,9.184184940243651e-301,0.7564805355288956
cap,covering,3.6818181819999998,0.5995569881678502,1.7431845825355001,1.5218993072509965,4.030749200332558e-297,6.0792851178068226e-301,0.4009189207163111
capital,seat,2.32,0.3161077177111494,1.6424452285288993,1.748745897826593,6.831351429214452e-297,9.294337817144007e-301,0.2871354111527913
captain,officer,4.0,0.9139880009703187,3.2848140709094142,4.461156242711191,3.113589203194655e-296,1.6247668524739284e-300,2.6824054864433893
card,plastic,2.3913043480000002,0.5437376216549776,1.4099358286639214,1.8439496528766615,8.488555843017537e-297,6.154345648288283e-301,0.12313201362232759
carriage,coach,3.708333333,1.0842721522962224,2.8130778995146164,4.376032466659245,2.4526949847467303e-296,0.4,1.8718280801268417
cart,wagon,4.375,0.9015071844529912,4.163148306341094,3.3231906010895433,4.481198200456561e-296,1.467594249289768e-300,4.917490267884433
cartoon,wit,2.666666667,0.7350689992899164,2.269489415749356,2.2208384266075254,1.3536065012061193e-296,9.617092848469832e-301,1.0140304393580362
case,grip,2.12,0.23980864718407124,1.4955293708114437,1.4646935681597242,6.156780028748668e-297,6.42449376829851e-301,0.31104856194838765
case,luggage,3.68,0.5342843402627528,2.3540030399994665,2.494957339836086,1.3842627661079374e-296,1.0101478548553068e-300,0.7135640808417519
case,tin,2.6,0.46341541288992794,2.1696623373914443,2.2406324409242018,9.367455383815745e-297,7.196144173954093e-301,0.21763361943877058
cast,fishing,2.6,0.4620343499969961,1.739660104559177,1.206163639205013,3.8932096671540854e-297,9.569189587199684e-301,0.03703629058161792
cat,vision,1.4318181819999998,0.03791351281670707,0.779955891620749,0.20747328648024443,4.194757030241039e-297,5.381114269976434e-301,1.2765881149441337e-299
category,flavor,2.4285714290000002,0.7311526196395393,2.5757359030665397,3.269522067651008,1.3604350064352223e-296,1.0102666770399578e-300,1.0779180962885326
cave,formation,2.347826087,0.4968195171260237,1.7898022201335015,0.9152173634356777,2.3211499362997707e-297,5.287312216037332e-301,0.3587628048706749
ceiling,overhead,3.52,0.16814064598891976,0.6799539811673947,1.0092108813856089,7.713043953561099e-297,8.517599212835918e-301,0.15617195713505427
cement,glue,3.0,1.0058311970795835,2.7206618964204266,2.6775038809756553,2.603980956549507e-296,1.9540081858821165e-300,1.9087743830588146
center,loss,1.3043478259999999,0.21605431553256316,1.5013559065630133,1.0001073105735419,4.9054568017075635e-297,6.270929721214575e-301,0.20635848782020852
century,decade,3.4347826089999995,1.7051670901180964,4.417024190479279,5.901166151374394,2.7375872120568927e-296,1.2562433879736584e-300,4.867114457821712
century,period,3.769230769,0.7345419298443456,2.5577764963126617,2.8293272524321087,1.0848176965781417e-296,8.679738032157291e-301,1.3988924664050324
century,temperature,1.1304347829999999,0.7476640565156571,2.724748128762621,3.4018927131697585,1.394022046006609e-296,8.258130328404668e-301,2.7211976252202015
certificate,study,3.1363636360000005,0.26776473653864064,1.536029751303059,0.8731228244461517,6.669241358226813e-297,6.493151507423781e-301,0.4241366706754479
certificate,wave,1.145833333,0.15739478848917132,0.8459919231264026,0.5881165994822202,2.1793573202753154e-297,5.235760616803547e-301,0.27379767730224425
chair,furniture,3.869565217,0.7161297311641812,3.1986846915488627,3.526703799329477,2.2056234445090921e-296,1.2170542950033976e-300,2.0551186117682128
chair,rocker,2.826086957,0.3131071137221003,2.8583843044869726,2.539049885577321,2.3782826126252623e-296,7.265431544966677e-301,4.611045710788189e-299
chance,opportunity,4.590909091,1.7809113029721315,4.6087718907470245,3.001111069491292,2.946987883580131e-296,1.25,5.5569428502553375
chance,probability,4.619047619,1.2552057729035204,3.246029006432183,2.479643495301612,1.369050148754483e-296,0.625,2.1404208999908354
chandler,retailer,2.130434783,2.0014111226138787,4.52060914180573,6.277374469762769,3.7528460599800205e-296,1.771789793657022e-299,9.308618151695567e-299
change,decrease,3.0,0.7182169261686404,2.89458391706638,1.5179412034337525,4.07343454498668e-297,9.120277073764691e-301,0.7828621291505321
change,move,3.4347826089999995,1.237985720590036,2.856795461858013,2.1415034047151074,2.1814866545461545e-297,8.908625639674323e-301,0.31990376679193877
channel,sound,3.2,0.7015907064082727,1.554135508355309,1.5459488267053367,2.668995296136119e-297,1.0444823540039582e-300,0.33791882525631267
character,vision,1.6666666669999999,0.30109319454311956,1.9273941791879574,2.0627075564727657,8.937477630325254e-297,7.84473417364749e-301,1.4205923849866255
charge,damage,2.375,0.3964369651980322,2.165287098507685,1.1209584382508897,3.399993557999598e-297,5.832980201304189e-301,0.2722584531388529
charge,tax,4.0869565219999995,0.6688069125577067,1.7924453083839857,1.2192000097700109,3.2329816317743396e-297,1.0208654918470653e-300,0.27097080142377616
check,draft,3.952380952,0.2355008257701634,1.5131232366772132,0.6233603132659793,2.3890557070470198e-297,5.450316329797247e-301,0.07821738543275224
cheese,food,4.0,0.8412690989453946,1.6465940090417783,2.000987460704252,7.892790633895395e-297,6.598997084211501e-301,1.1717918670367715
chemical,salt,3.5909090910000003,0.886101171701186,2.7116164869527024,3.600536832775553,1.9014454980287674e-296,1.284565135987108e-300,3.1436569333441895
chess,duty,1.166666667,0.15440880948907187,0.9613416560366663,1.8175487725458361,7.377464443248245e-297,5.432278220182121e-301,2.2554572620581794e-299
chick,hen,3.8636363639999995,0.7557717283752152,2.606945833204594,5.0184641745296314,2.772359093472591e-296,9.10554961839654e-301,2.2078888313373515
chicken,poultry,4.2173913039999995,1.2402178521036122,2.632619570317745,3.396641397921345,2.1294963107069516e-296,5.4072976647556336e-300,2.6688140204454855
chief,guru,3.904761905,1.9421623161147217,5.1307058901627665,5.685517621841257,3.62275039214861e-296,7.784409112418957e-301,1.215296062360128
child,kid,4.8571428569999995,1.6152033116783064,3.37712852388617,4.890845808080419,1.9448192328327868e-296,1.0,1.5026765407111053
chin,feature,2.875,0.48180131449533503,1.4368369213351668,1.2801152557102622,5.7089585144317986e-297,7.260083242530503e-301,0.4817594495129125
choice,option,4.590909091,2.716086286722751,4.033753170872673,4.660811207384636,2.2272126091851252e-296,2.2222222222222223,4.001951930217318
chuck,jaw,2.090909091,0.3010829963321022,1.389107401610437,0.8176268581212338,7.363203217195395e-297,5.73844366375373e-301,0.016316072331917217
church,temple,4.347826087,0.46585362970550315,1.6468892018211303,1.4017729005712725,8.273415366786247e-297,8.819386114562783e-301,1.125789007329606
circle,oval,3.347826087,0.9119335225103578,1.4592162975418574,2.103636339175795,8.58917874278644e-297,8.021180171856119e-300,1.2273708787321207
citrus,orange,4.208333333,0.9524220928951239,2.0461669563874807,2.7287438489387914,2.1540812217733186e-296,2.9249814210781278e-300,2.1717985164813607
climb,mount,4.166666667,0.7003687041558031,1.5440075678456582,1.0882328649107111,4.496627974819645e-297,0.3225806451612903,0.5243133517895263
clock,timer,4.416666667,0.5681542796819035,2.9268823509204642,2.8795351444213755,3.3067152315494223e-296,8.338533337867337e-301,1.3485704102894966
cloth,satin,3.857142857,4.667607415075919,7.651689632202456,9.12083742538257,4.8504937064280256e-296,1.661070531012421e-300,7.418456628434789
cloud,energy,1.727272727,0.3248656549664982,1.77305184280981,1.1182003566932925,1.6286570583579944e-296,7.4514257367943346e-301,0.27042407560313886
club,society,3.869565217,0.47874127460692484,1.198117109332379,1.1387937269240647,4.5728741151382234e-297,0.2272727272727273,0.7017114261699654
coach,trainer,4.6,0.5665180266594629,2.645759980829734,3.0805186635670485,2.1911804767341706e-296,1.3946270383923558e-299,1.1594957261878887
coat,newspaper,1.0888888890000001,0.24279366099498068,1.4960279406577048,1.458689641050686,7.38521017522791e-297,6.01474327116942e-301,0.5805133441360766
coat,roof,2.304347826,0.5875711735571996,2.524750697213423,2.201336846326889,1.6732964910863913e-296,8.673709453181949e-301,2.231215043801215
code,software,3.52,1.6185726806193292,6.437630784040183,4.59273151725775,4.410631084669599e-296,1.5281389683722873e-299,7.467454766676162
coffee,meeting,2.602941176,0.05973295191031103,0.8392312224202194,0.7588442263326436,2.838271151342964e-297,5.608712006448754e-301,0.1898525134836911
coin,currency,4.571428571,0.5135617230441527,1.4851214812042417,1.491156043148194,9.084015885341553e-297,1.6035524230963688e-300,1.7520355629369693
collapse,shock,3.043478261,0.4160059789789239,1.4886492778294835,1.034346485066231,2.3111389833619396e-297,5.986003244196606e-301,0.27303999090272507
collection,packet,2.772727273,0.5839926742266446,2.0619100037385865,2.0326752997965842,6.683481914815127e-297,6.141530575360585e-301,0.6932832535498314
collision,smash,3.904761905,0.6954168884468663,2.4574995823494508,4.5094427494384135,2.478214630440013e-296,1.3746867204429797e-300,1.4681126181395887
color,purple,4.090909091,0.9803164995012053,2.920044618041813,2.1619918426034777,1.8126879123380715e-296,8.35385064232002e-301,0.30218254989714743
color,quality,2.407407407,0.7664138643876464,3.0037148319792895,2.3364588446033077,1.5452399351490908e-296,9.010751888249883e-301,0.7787568849199129
coloring,yellow,3.791666667,1.257865062289954,2.484906922978766,2.112369255899965,8.056428050708301e-297,8.58556545644232e-301,1.3475359129741882
comfort,relief,3.857142857,0.3874899140625645,2.0137215143811202,1.7924379309680143,1.1657032030399667e-296,1.0375141848741088e-300,0.6309665874751534
commander,editor,2.041666667,0.638758179343923,2.214055023309662,2.374326016016153,1.6392895713526692e-296,6.818463448851678e-301,0.9075358090393884
commerce,transport,2.739130435,0.25316678197220643,1.2569401083002094,1.2403140281796632,5.111414232578544e-297,7.272487097570558e-301,0.8064703968160165
commitment,guarantee,3.791666667,0.5688441288637627,2.1325665501867794,2.443642819568048,1.1190031117359047e-296,9.50378851382708e-301,1.4418184207487035
communication,message,4.083333333,2.2130140029680088,4.996284907278587,5.05343131297262,9.263408484927972e-297,2.1872348661658983e-300,3.0760248384374917
communication,statement,3.3913043480000002,0.9934302677044509,3.3989212038259673,3.6378243113404625,9.163637514972195e-297,1.1445329007915699e-300,1.893917182743659
communication,tune,2.409090909,0.7675739638944321,3.037663632169793,3.257300904396345,7.391643701913435e-297,8.74255523472533e-301,0.8096379509442865
community,province,3.3913043480000002,0.39812224025142373,1.9398905310452665,1.736220672633705,5.9801531042387e-297,8.203462030128389e-301,1.0029465439015435
community,territory,2.739130435,0.5795943173004274,2.196480711654968,1.6190518557207052,4.413631199998401e-297,7.550324071664906e-301,0.5829702106967218
company,distributor,3.523809524,0.3929320217065415,1.732481546647426,1.5543318988373773,6.70289034886124e-297,6.053570191248077e-301,0.049423970894644925
company,establishment,3.833333333,0.6316109746945822,2.4180248558152204,2.5438828844286983,9.959106647609717e-297,8.391559232886388e-301,1.0986326693886859
comparison,scrutiny,2.727272727,1.0062363640999086,2.6945903057115315,3.52024764944167,1.5739567602896811e-296,1.3832531922605562e-300,2.3385600768858423
compound,salt,3.045454545,0.5080564625713422,1.4100461560719442,1.0102143465812174,4.6812180088412425e-297,5.6545273208786065e-301,0.2574207039195812
conclusion,result,4.523809524,0.48844559561377454,2.108125042511592,2.1368303149855787,7.574768027633117e-297,9.823100964257023e-301,1.0134598046658256
condition,status,4.090909091,1.1854674564875076,3.3428279668341947,3.1021015644859857,1.0973141548973724e-296,0.38461538461538464,1.6380360170730839
conditions,weather,3.666666667,0.5649222817459056,1.1450728546706195,0.7334370149646712,1.1965010885948245e-297,0.24390243902439024,0.24390243902439024
congress,sex,1.8181818180000002,0.5799188325957643,2.21150509566554,2.021076324290503,8.581050057181117e-297,9.092409635299156e-301,1.0110227726702292
connection,keyboard,2.4,0.26894437042236385,1.4491028868483817,1.576883767087852,5.1202906749841085e-297,5.005442309639355e-301,0.26886890912399175
conservation,traveling,1.717391304,0.30730563808172107,1.83045402662896,3.583655595774546,1.4486008417640661e-296,7.2681510722008665e-301,1.7764067313961076
construction,window,2.761904762,0.2298613931678808,1.2833675394698996,1.0847440805429014,3.1182175688205665e-297,6.3967464060522575e-301,0.4124917471142141
continent,ground,2.791666667,0.7313848940451837,2.750689313933276,2.8322041367015838,8.819347070782095e-297,7.771438504029576e-301,1.0169547205172556
control,driving,3.714285714,0.7355830119272866,1.719583749506894,1.348067883179541,1.5037187876126218e-297,6.249173629809827e-301,0.14412261815991836
cook,printer,1.3478260869999998,0.30516912241056404,1.8661731047637309,1.2441884908630656,1.272522429653898e-296,5.7731780023140495e-301,0.06243264527775155
cooking,cuisine,4.25,0.8351108743786035,7.651689632202456,1.600031265450382,6.996989722240361e-296,2.395561157470186e-300,2.0758930975049365e-298
copy,image,3.25,0.3846533963064578,1.566418531131339,1.0796861183600859,2.951775294339859e-297,6.180194337819407e-301,0.3078174356555702
copy,work,3.125,0.6915822554319999,1.8936293674040678,1.2339330197249478,1.5192265469401254e-297,6.194001467349117e-301,0.17959713941624283
cord,pick,1.5909090909999999,0.35576729019941045,1.5190394223807608,1.2930947236894235,4.27221084684355e-297,5.603425114186439e-301,9.946594664783247e-300
cord,yarn,2.761904762,0.5350277826508121,2.000023254580645,1.6380023700632327,9.524521749703756e-297,1.438802960491094e-300,1.1310988439726894
corridor,hall,4.041666667,0.7604211263465817,2.6670470322949376,4.76186046615452,1.8487099266954113e-296,3.079250744790839e-300,1.829376800553819
corruption,house,1.255319149,0.16180191612409256,1.2966054829749512,1.0535759660855555,3.09098246434754e-297,5.3683572419393794e-301,0.14380418795878042
cost,postage,3.086956522,0.5366811873983692,2.203172025881684,1.8892970855626725,8.266107106534023e-297,5.871845785719687e-301,0.5311619154834281
cost,reward,2.80952381,0.48442515679823317,2.436509333391709,1.6226696058676322,9.61321601663205e-297,7.594540042540719e-301,0.5191566389018177
couch,lounge,3.347826087,1.2548228900693135,2.58816883967103,3.4698592278911646,2.2546500591315723e-296,1.0,1.0
count,number,4.166666667,0.5631516607597653,1.7441397608526161,0.9775321791916571,2.6911452023905616e-297,0.10752688172043011,0.24555497051384073
counter,furniture,2.3,1.0648062364290216,2.757135990091161,4.0815944857753195,1.7116554633078764e-296,1.1224203865064952e-300,2.0522346364114767
country,playground,1.7916666669999999,1.0201350146084454,3.0417832336958615,3.9824707897801344,1.7865233454746013e-296,7.598749807176324e-301,1.4468519603080514
course,starter,2.666666667,0.27516900242189635,1.7123807129199449,1.3617100112781375,5.868729711357783e-297,5.367487553524745e-301,0.2126337286906384
court,drawer,1.2727272729999999,0.34609351005446065,1.5886507796508877,2.007975567167196,7.041206605072332e-297,5.881058538586449e-301,0.48902087642377723
court,tribunal,3.791666667,1.3298277611910427,2.5425934476980467,2.451807298257117,1.4079631854421854e-296,0.7142857142857143,0.9857120000030819
cousin,relation,4.043478261000001,0.971963109691035,2.510569248046881,1.6252103220198575,7.912386066254604e-297,8.356796521158915e-301,1.208427398573653
cousin,relative,4.5,3.0678896395986945,6.099540906849032,6.890608835360414,2.892177469239696e-296,1.3896756633066426e-300,4.1788468208485785
cover,feather,2.44,0.5330234400323948,1.6646706741110626,1.0323267726547178,2.086817748673753e-297,5.5200572595314915e-301,0.1088790114910046
cover,hair,2.65,0.2578977380669284,1.2146479323142287,0.7236630211862716,1.4892453608430082e-297,5.810745277770891e-301,0.10204314169025319
cover,sleeve,3.260869565,0.29255437585286415,1.1151546857314516,1.141917723697154,4.057229451538972e-297,5.600669801160967e-301,0.35530387367284866
covering,skin,3.35,0.4211553876254859,1.77633764755611,0.8007105081187582,8.783168634447889e-298,5.529001274081562e-301,0.09331562172853597
crack,hole,3.04,0.3415406637905598,1.508641315467493,1.0150936099955636,3.883638125937466e-297,5.542284115576227e-301,0.2954752784460181
craft,trade,3.458333333,0.6586714211585156,1.8536863776656753,1.8814501356501632,9.40289350748728e-297,0.425531914893617,0.9845511953074221
creation,stitch,2.68,0.3012461010533982,1.5261388439540626,1.8492374990073532,7.584925719145745e-297,6.723304460945355e-301,0.6064728953439852
creativity,vision,3.1818181819999998,1.557045073870205,4.0893204162426375,5.697964468205377,2.6834812713309145e-296,9.823576146737665e-300,5.025824642753975
credit,sum,3.0,0.35405258806001383,1.7624336292647849,1.381989242757888,3.9792707687899754e-297,6.067474678028794e-301,0.4884776712626642
creek,stream,3.88,0.6255425592237267,1.9803780690217687,1.2633504589787248,5.5137541886135816e-297,7.058681505671492e-301,0.846562879556628
crew,society,2.0,0.7269846841174132,2.9575002198641345,3.5319704913508363,1.954633793138214e-296,7.841017403513129e-301,1.8092585665917422
crew,unit,3.5909090910000003,0.7672587791845347,2.694667970708678,2.155837783066555,6.0137118240358055e-297,8.537894535919248e-301,0.8927913520546018
crop,plant,4.083333333,0.398770403315279,1.3125942303133167,1.0428674410733945,2.647402990433096e-297,5.818170164942254e-301,5.848352648084008e-300
crow,jay,2.217391304,0.20023017462078563,0.7190271711139253,1.481173214527375,8.653503215646562e-297,6.06415954334198e-301,1.7150316068188215e-299
crown,place,1.5416666669999999,0.36530321362706286,1.410412122770877,1.3114297883927009,4.23912011808514e-297,6.000753340837398e-301,0.45978685604046365
crush,push,2.1818181819999998,0.47807928859431326,1.622877769623543,0.9370482714762587,2.0517490899855892e-297,5.714834269011506e-301,0.07319157679336162
cube,dice,3.925925926,1.5233365870557498,2.9803969156031167,2.2945690620467127,1.8563581929250236e-296,0.9090909090909092,2.720772060231924
cup,handbag,1.318181818,0.4818266718652946,1.758606889977142,1.9003220648401156,6.524585913735411e-297,5.547100786110897e-301,0.5268112436605265
cup,son,1.086956522,0.10223511270485441,0.8633310180599998,0.8766616861938741,4.4524238346372825e-297,5.942511163579458e-301,0.15127615010803597
current,flow,3.761904762,0.8751109281950809,2.1276131250760804,1.9892295971964207,1.0792877767427414e-296,0.4761904761904762,1.4974572393787584
curve,rainbow,3.44,0.3830752531463346,1.6413862795082892,1.4658125105317783,7.591498126308007e-297,5.613984246748629e-301,0.7848224853236379
customers,mission,1.641304348,0.11505282998002087,1.1233341779949195,0.12757069430721923,0.0,5.789174697637124e-301,0.0
cut,meat,2.904761905,0.31088329939415027,2.1560360823242988,0.7297705985040981,9.132660336673228e-297,7.546516744020227e-301,0.08554591547404887
cutter,knife,4.458333333,0.260812893932315,1.3266889158792097,2.7105541361401007,1.3633405955741766e-296,8.578415942863349e-301,0.7240944293826063
cylinder,pen,2.227272727,0.40984005803028856,1.8346804809808157,2.66549359047753,1.2402049609898106e-296,6.023882325858382e-301,2.634434956331161e-299
dad,parent,4.545454545,1.6459182836189399,4.238548970342124,7.111322969114159,3.5512412659418914e-296,2.7862282613754085e-300,4.3664924025089284
daisy,flower,4.5,1.575715916254393,3.037402408918063,4.089568189413441,2.3881609704811202e-296,9.725397392634853e-301,3.133278841907667
damage,terms,1.761904762,0.43457727705746385,1.6639346154172783,1.5234644546986442,5.223979935878194e-297,0.15384615384615385,0.656556985228003
danger,status,1.904761905,1.1328774818876077,3.2225448998923847,2.7817644473392664,7.806820408683193e-297,9.435393959358107e-301,1.619506837560677
dash,sprint,3.375,0.8480723264296266,2.1755562500801178,1.5978195369380295,1.2724873457667552e-296,0.5555555555555556,1.5350838827273097
dashboard,protection,2.173913043,0.3695236332900629,1.1846778839278915,0.939527594459836,4.59798685047112e-297,5.154759782716986e-301,1.3616794450973104e-299
database,list,4.08,2.6679601957293886,5.303379264404911,5.923882608591915,2.842808589534868e-296,5.0,5.412247056448033
daughter,girl,4.04,3.281185342995658,5.789111161778346,6.487051438686564,4.6874038973635374e-296,2.0,7.156300969204123
day,shoes,1.288888889,0.15254865147424324,1.247328721884391,0.7591157191660245,2.2947948814983742e-297,6.2246463340237466e-301,0.1074808141943953
deal,hand,3.041666667,0.31601858131829363,2.196185865935515,0.8191773124385007,2.7039979071528442e-297,0.029940119760479042,0.14110013673930788
debt,deficit,3.458333333,0.5209382290481057,2.205732117971224,2.596267002193803,1.092353620391225e-296,6.164299872818618e-301,0.262995797195079
debt,loan,4.347826087,1.0427612901843453,2.829926390717252,3.249287373473306,1.6135740056285702e-296,5.7157374642014125e-300,1.7513647788255426
debt,possession,2.481481481,0.427701546650044,2.0262389048663216,2.069103539628129,6.544227745892702e-297,6.587995395456543e-301,0.6252310796077375
decision,option,2.9090909089999997,0.592828457972894,2.1950097304643004,2.9587259211357693,1.165839950870792e-296,2.7366774954324945e-300,1.751795206121753
decrease,increase,3.541666667,0.8853917667341413,3.4818344984246385,2.3000440269499896,1.5595701625366618e-296,2.096536256138342e-300,2.854820256935932
deep,ocean,3.6363636360000005,1.2009751361106644,3.3276102332478876,2.9289575753623365,1.534027779373307e-296,3.3990726121440185e-300,4.079576432507911e-299
deficit,trust,1.5769230769999998,0.41862034444796636,2.1622347741678274,2.537521371644194,9.469221422833075e-297,5.401075692508134e-301,0.28907375503376576
degree,quantity,2.6818181819999998,0.7447338181608365,2.8741637194142298,3.1192443316682597,9.155460795595662e-297,9.77560548142837e-301,1.619662226617653
degree,style,1.6521739130000002,0.43297919077365266,2.043651843551059,1.8572920599074672,5.383630018644818e-297,7.00682790174489e-301,0.7201637689973093
delivery,distribution,3.5909090910000003,0.7017202303256806,2.8060248962528274,3.9382507551330375,1.2116987985606106e-296,6.79247363625274e-301,1.0570052226666125
department,division,4.625,0.26905807170137097,1.2619872934936907,1.77138519694314,9.730315839925935e-297,2.7731071900656594e-300,0.6482749860194952
descent,fall,3.3043478260000003,0.5082375347977899,1.9587713630864432,2.2377628037265445,8.830595902626353e-297,0.1388888888888889,0.9298893419952016
desert,tract,2.2,0.5486759632595617,1.3851546779721802,1.2089233339870655,8.008667217207749e-297,5.639409632945281e-301,0.9995441998354161
desire,feeling,4.227272727,0.8096418003011707,2.491761140572488,1.7487492181687219,3.005121870936129e-297,7.144605560651123e-301,0.47328721641505667
desk,table,4.1724137930000005,1.1689979455900155,2.829208920116252,3.538933832540438,2.0096515980428115e-296,1.937930642282081e-300,2.66733491321786
determination,discovery,2.6086956519999998,0.7402697936266389,2.702138037632251,3.9619453312342965,1.524975878117377e-296,1.581699269146632e-300,1.65856221659332
determination,selection,2.75,0.6219592198176742,2.3470509912546627,2.549335384593826,9.2953854501641e-297,1.9311705525412328e-300,1.2692820626428023
development,exploitation,2.2,0.8562811138846924,2.2835840137060206,2.39752713233714,9.226112775219792e-297,0.5555555555555556,1.420449162072337
device,drum,2.583333333,0.2603859748223196,1.4098086406558585,1.803970834392305,6.359438890606934e-297,6.138398253991592e-301,0.4201245351779844
devil,satan,4.7826086960000005,1.7637732664911017,2.9093404890678807,2.8496770830377858,1.8191941671308447e-296,1.4285714285714286,2.5062582746298694
dialogue,play,3.44,0.3244656945095067,1.8517752905521823,2.020175386444879,6.778316761578181e-297,5.915420668991451e-301,0.990467198124786
diamond,parcel,1.217391304,0.4650315323502372,1.7694578419728026,1.9188878693760878,7.433754949816526e-297,6.3440700670282335e-301,0.9527086923547524
digit,toe,2.64,0.6936609298126923,2.3027872951964437,1.8312580648618404,9.070038212168067e-297,9.055438290236901e-301,0.7975085977899178
digit,unit,3.6818181819999998,0.561345007506405,2.377536762670127,2.0065122324503557,6.584905272337529e-297,1.1129103294586885e-300,0.9968257431532662
dinner,party,3.826086957,0.7739841994027823,2.4567216903825155,2.407384546065852,1.133327247740376e-296,1.0409116852433276e-300,1.8430598154054851
direction,government,2.173913043,0.4073792497084081,2.0457053753445953,2.544574718887874,9.365172715635618e-297,8.317054123709498e-301,1.3744817375469254
direction,protocol,3.142857143,0.5221891577567528,2.2597301277532047,2.649620787602521,1.107228674398487e-296,6.1312422265144404e-301,3.2940207999231126e-299
direction,traveling,3.1363636360000005,0.38063170846271177,2.056173055094768,2.9586274155251684,9.69643759909026e-297,8.924061626215548e-301,1.5989183684385158
dirt,sand,3.3913043480000002,0.5265168504392603,1.7482529025940323,2.203971648289894,1.2081263891441594e-296,8.416157882945936e-301,1.630003499664781
dirt,soil,4.0,1.4623703568292443,2.6060612726315604,2.571705197209497,1.307082081506531e-296,1.25,1.9090420913726236
discharge,spark,2.782608696,0.486528034717163,2.3771223241147252,1.105011658269078,2.540186087385435e-297,0.07042253521126761,0.2863502929297569
disease,illness,4.739130435,4.667607415075919,7.651689632202456,9.398467712103864,5.295225341141925e-296,1.909948951847728e-299,9.747256740071714
display,language,1.9166666669999999,0.45906750748861747,1.77862880270634,1.6837545415553636,4.622481383388542e-297,6.636090861574635e-301,0.7403179127764639
distance,distribution,1.739130435,0.4484216999896822,2.1965931079409238,1.6731279922867102,5.1562129721878734e-297,6.800058776102053e-301,0.6671435591057094
diversion,skiing,1.8260869569999998,1.3512131811620969,3.8538854402327463,6.349033197074839,2.687869085764113e-296,8.378513610044823e-301,7.914787878910423e-299
dividend,net,2.52,0.25732232524095355,0.9358856996548517,0.6679094439169861,5.0076806280903054e-297,5.77881053461911e-301,0.49766399524638494
dividend,profit,4.045454545,0.9206087183435521,2.3926278009980537,3.080794894673104,1.7196297347058296e-296,8.805029191058483e-301,1.6195055713430406
diving,swim,3.96,1.4484062314338462,3.6071448845926577,2.150301319997984,2.4271713148852542e-296,1.617333828295698e-300,1.762079460704478
dock,herb,1.2380952379999999,0.3338860919714267,1.4789176994646906,1.5375666111488515,8.768916437378436e-297,6.161605138213027e-301,0.16974643018201785
document,report,3.826086957,0.5154475700042622,1.867824901738996,1.6512186085832332,6.0866153596433006e-297,7.1952817823547665e-301,0.636281587784398
dog,fauna,2.666666667,0.5881591370710935,2.4742625314835873,2.5835241214473856,8.450730745718026e-297,8.021862634373825e-301,0.6128655671685697
domain,land,2.5238095240000002,0.7379414893334597,2.5634732073934714,2.0341343046925258,5.934788050339383e-297,0.18181818181818182,0.9007064552433669
door,light,1.5777777780000002,0.15582390861900708,1.2085134817103764,1.231710531479019,4.475569789541724e-297,6.376525302541185e-301,0.43126584050633165
doubt,ego,1.772727273,0.4370603763408314,2.7650837926993095,2.050089304912944,1.1242774752342237e-296,6.130240639842977e-301,1.2879454304916107
drama,genre,2.714285714,0.7437982346630336,2.5494942697441507,2.621735273343845,1.0721086096318449e-296,8.54490193361093e-301,1.9892074059248475
draw,finish,2.375,0.5704130770294995,2.318738933765312,1.0676666386377103,3.5148833504014275e-297,6.3845146062697244e-301,0.05709547417528806
draw,tie,2.958333333,0.5250517392226914,2.2270895931439965,0.9160944601294818,10.0,0.041152263374485604,0.09183005629963771
drawer,pan,1.8181818180000002,0.4022288826041074,1.7255022910408462,2.3401249619517874,8.86380565947705e-297,5.183768480450464e-301,0.392289389646357
dressing,patch,2.5238095240000002,0.3051413169823457,1.5349668529675635,0.672467350972962,5.612678801085678e-297,6.774871043139149e-301,0.11514817137150846
dressing,sauce,2.869565217,0.7956438060442745,2.405796202338581,1.3208453227277146,4.573663049892828e-297,6.259196685541732e-301,0.008152093859572109
drill,implement,2.666666667,0.6017943285018383,1.6016183361426402,1.2377650528906479,2.2505514794552813e-297,5.802274005207262e-301,6.400024174888015e-300
drink,slice,2.772727273,0.3159963646992566,1.3572516369998486,0.8413317173714656,2.8676815007374443e-297,5.790472499646178e-301,0.295425261851223
driver,supporter,2.090909091,0.5316997452616556,2.2033020042580844,3.2843177674695743,1.1655725761297473e-296,6.494639536290538e-301,0.6269134752324503
driver,worker,3.1,0.8298991507310451,2.688282519722204,3.75389404172461,1.254279777431049e-296,7.391266416999159e-301,0.7653146338603684
drop,serving,2.136363636,0.7560253033527593,2.040830419450039,1.2900270798241649,9.981361226795208e-298,6.093903294267102e-301,0.08919126465443836
drug,liquor,3.523809524,0.5031607920331174,2.9056304376465434,1.9779269490103069,3.3458721005739703e-296,1.559839607673924e-300,1.451761458758617
